Município;IDH;codibge
Paulista;0,732;510907
Chiapetta;0,732;305405
Engenheiro Coelho;0,732;515152
Itapeva;0,732;133600
Sacramento;0,732;156908
Aragarças;0,732;201702
Guarani D'Oeste;0,732;518008
Fartura;0,732;515400
Santo Expedito do Sul;0,732;317954
Firminópolis;0,732;207808
Bom Jesus do Itabapoana;0,732;300605
Salesópolis;0,732;545001
Jaborá;0,732;208609
Santo Expedito;0,732;548302
São Jorge;0,732;318440
Urutaí;0,732;221809
Itapejara D'Oeste;0,731;111209
Franco da Rocha;0,731;516408
Guarapari;0,731;202405
Fraiburgo;0,731;205506
Boa Vista do Incra;0,731;302238
Pirapora;0,731;151206
Nova Santa Rosa;0,731;117222
Guarapuava;0,731;109401
Meridiano;0,731;529609
Matozinhos;0,731;141108
São Bonifácio;0,731;215901
Soledade;0,731;516102
Imperatriz;0,731;105302
Tambaú;0,731;553302
Goioerê;0,731;108601
São Luís de Montes Belos;0,731;220108
Vilhena;0,731;100304
Castilho;0,731;511003
São José do Cedro;0,731;216701
Grupiara;0,731;127909
Tamboara;0,731;126702
Marinópolis;0,731;529104
Sabará;0,731;156700
Guararema;0,731;518305
Relvado;0,731;315453
Rio Quente;0,731;218789
Luís Antônio;0,731;527603
Três Pontas;0,731;169406
Caçu;0,73;204300
Frutal;0,73;127107
Palmelo;0,73;215801
Bertioga;0,73;506359
Borda da Mata;0,73;108305
Itaperuna;0,73;302205
Raposos;0,73;153905
Itajobi;0,73;521903
Guaíba;0,73;309308
Mariano Moro;0,73;312005
Ilópolis;0,73;310306
Sagres;0,73;544707
Guarujá do Sul;0,73;206603
Patrocínio Paulista;0,73;536307
Ivaiporã;0,73;111506
Mineiros do Tietê;0,73;529807
Quilombo;0,73;214201
Natividade;0,73;714203
Teresópolis;0,73;305802
Anchieta;0,73;200409
Itabirito;0,73;131901
Casa Branca;0,73;510807
Óleo;0,73;533809
Adolfo;0,73;500204
Embaúba;0,73;514957
Altinópolis;0,73;501004
Colorado;0,73;105904
Tupãssi;0,73;127957
Engenheiro Beltrão;0,73;107504
Borborema;0,73;502706
Ipiguá;0,73;521150
Pedrinópolis;0,729;149200
Treze de Maio;0,729;218400
Roca Sales;0,729;315800
Cidreira;0,729;305454
Rio dos Cedros;0,729;214706
Cordeiro;0,729;301504
Rio do Campo;0,729;214508
São Gabriel do Oeste;0,729;007695
Iconha;0,729;202603
Paraisópolis;0,729;147303
Patrocínio;0,729;148103
Barra Mansa;0,729;300407
Assis Chateaubriand;0,729;102000
Socorro;0,729;552106
Conquista;0,729;118205
Caiabu;0,729;508900
Água Boa;0,729;100609
Tangará da Serra;0,729;107958
Rio Bom;0,729;122107
Serrana;0,729;551504
Zacarias;0,729;557154
Laranjal Paulista;0,729;526407
Salto de Pirapora;0,729;545308
São José da Lapa;0,729;162955
Pratápolis;0,729;152907
Cerqueira César;0,729;511409
Chavantes;0,729;557204
Diorama;0,729;207105
Lavrinhas;0,729;526605
Reginópolis;0,728;542503
Pedras Grandes;0,728;212403
Guaimbê;0,728;517307
Sabino;0,728;544608
Venda Nova do Imigrante;0,728;205069
Armação dos Búzios;0,728;300233
Assaí;0,728;101903
Monte Carmelo;0,728;143104
Santiago do Sul;0,728;215695
Cajamar;0,728;509205
Pains;0,728;146503
Caeté;0,728;110004
Terra Boa;0,728;127205
Santa Cruz das Palmeiras;0,728;546306
Sombrio;0,728;217709
Carambeí;0,728;104659
Cândido Godói;0,728;304309
Álvares Florence;0,728;501202
Balneário Gaivota;0,728;202073
Tuparendi;0,728;322301
Tuiuti;0,728;554953
Caibi;0,728;203105
Santa Albertina;0,728;545704
São Lourenço da Serra;0,728;549953
Boa Vista do Sul;0,728;302253
Ipê;0,728;310439
Sant'Ana do Livramento;0,727;317103
Itutinga;0,727;134509
Rialma;0,727;218607
Flora Rica;0,727;515806
Ipiranga do Norte;0,727;104526
Piúma;0,727;204203
São João;0,727;613206
Pirapora do Bom Jesus;0,727;539103
Igaraçu do Tietê;0,727;520004
Rio Branco;0,727;200401
Coronel Pilar;0,727;305934
Ubirajara;0,727;555505
Goianésia;0,727;208608
Taquara;0,727;321204
Santa Helena;0,727;109809
Herculândia;0,727;519006
Pardinho;0,727;536109
Cachoeira de Goiás;0,727;204201
Bandeirantes;0,727;102406
Porangatu;0,727;218003
Mato Castelhano;0,727;312138
Areado;0,727;104304
Emilianópolis;0,727;515129
Cassilândia;0,727;002902
Ipaussu;0,727;520905
Governador Valadares;0,727;127701
Irati;0,726;110706
Jacutinga;0,726;134905
Nova Guataporanga;0,726;533106
Tarabai;0,726;553906
Cachoeira Dourada;0,726;109808
Munhoz de Melo;0,726;116307
Itapuranga;0,726;211206
Ermo;0,726;205191
Sapucaia do Sul;0,726;320008
Iguape;0,726;520301
Casimiro de Abreu;0,726;301306
Itumirim;0,726;134301
Castelo;0,726;201407
São Martinho;0,726;217105
Além Paraíba;0,726;101508
Ibiporã;0,726;109807
Pérola D'Oeste;0,726;119004
Camboriú;0,726;203204
Leopoldina;0,726;138401
Ibiraçu;0,726;202504
Murutinga do Sul;0,726;532108
Pacaembu;0,725;534906
Matelândia;0,725;115606
Carrancas;0,725;114600
Pinhalzinho;0,725;538204
Valparaíso;0,725;556305
Pará de Minas;0,725;147105
São Manoel do Paraná;0,725;125555
São Tomé;0,725;412906
Sertaneja;0,725;126405
Pitangui;0,725;151404
Miraguaí;0,725;312302
Andirá;0,725;101101
Itapuí;0,725;522901
Agrolândia;0,725;200200
Anhanguera;0,725;201207
Vitória Brasil;0,725;556958
Araputanga;0,725;101258
Ilha Comprida;0,725;520426
Paulo de Faria;0,725;536604
Santa Bárbara do Sul;0,725;316709
Santa Cecília do Sul;0,725;316733
Pontão;0,725;314779
Garuva;0,725;205803
Guapiaçu;0,725;517505
Ibiam;0,725;206751
Goiatuba;0,725;209101
Três Rios;0,725;306008
Itapaci;0,725;210901
Alpinópolis;0,725;101904
Barrinha;0,725;505609
Cambira;0,725;103800
Ponte Preta;0,725;314787
Clementina;0,725;511904
São José do Sul;0,725;318614
Dois Córregos;0,725;514106
Pontal;0,725;540200
Loanda;0,725;113502
Arapuá;0,724;103801
Doutor Ricardo;0,724;306759
Santa Helena de Goiás;0,724;219308
Monte Sião;0,724;143401
Lupércio;0,724;527801
Botuverá;0,724;202701
Florestal;0,724;126000
São João Batista do Glória;0,724;162203
Ivorá;0,724;310751
Indianópolis;0,724;130705
Mesópolis;0,724;529658
Luz;0,724;138807
Douradina;0,724;107256
Ronda Alta;0,724;316105
Santo Antônio do Monte;0,724;160405
Guaíra;0,724;517406
Ibiraiaras;0,724;309902
Paço do Lumiar;0,724;107506
Angra dos Reis;0,724;300100
São João da Paraúna;0,724;220058
Itirapina;0,724;523602
Linhares;0,724;203205
Mirante do Paranapanema;0,724;530201
Ubá;0,724;169901
Marcelino Ramos;0,724;311908
Carvalhópolis;0,724;114709
Diamante do Norte;0,723;107108
Sertanópolis;0,723;126504
Jaci;0,723;524501
Itapagipe;0,723;133402
Porto Xavier;0,723;315107
Seberi;0,723;320206
Formosa do Oeste;0,723;108205
Capinópolis;0,723;112604
Rinópolis;0,723;543808
Santo Antônio de Goiás;0,723;219738
Barra do Rio Azul;0,723;301925
Arapoti;0,723;101606
Coronel Vivida;0,723;106506
Pitangueiras;0,723;539509
Águas Mornas;0,723;200606
Juruaia;0,723;136900
Peabiru;0,723;118808
Gastão Vidigal;0,723;516804
São Francisco;0,723;513984
Erval Velho;0,723;205209
Cruzeiro do Sul;0,723;200203
Taciba;0,723;552908
Bom Progresso;0,723;302378
Pirajuba;0,723;150703
Vespasiano Correa;0,723;#N/D
Santa Cecília do Pavão;0,723;123204
Perdizes;0,723;149804
Engenheiro Paulo de Frontin;0,722;301801
São Sebastião do Paraíso;0,722;164704
Iraceminha;0,722;207759
Alvinlândia;0,722;501509
Arco-Íris;0,722;503356
Panorama;0,722;535408
Virmond;0,722;128658
Palminópolis;0,722;215900
Trabiju;0,722;554755
Água Limpa;0,722;200209
São Jorge D'Oeste;0,722;125209
Califórnia;0,722;103503
Cardoso;0,722;510708
Canápolis;0,722;906105
Ouro Fino;0,722;146008
Realeza;0,722;121406
Cosmorama;0,722;512902
Marmeleiro;0,722;115408
Queluz;0,722;541901
Nova Esperança;0,722;116901
Palmares Paulista;0,722;535101
Barão de Cocais;0,722;105400
Uraí;0,721;128401
Igrejinha;0,721;310108
Nova Andradina;0,721;006200
Marumbi;0,721;115507
Moema;0,721;142403
Curitibanos;0,721;204806
Lavínia;0,721;526506
Pratinha;0,721;153004
Parisi;0,721;536257
Altônia;0,721;100509
Martinópolis;0,721;529203
Alegre;0,721;200201
Paranaíba;0,721;006309
Nerópolis;0,721;214507
Ribeirão dos Índios;0,721;543238
Jaguaruna;0,721;208807
Ângulo;0,721;101150
Maceió;0,721;704302
Vacaria;0,721;322509
Santa Rita do Sapucaí;0,721;159605
Japaraíba;0,721;135308
Rubiácea;0,721;544400
Aparecida D'Oeste;0,721;502606
Anhembi;0,721;502309
Uchoa;0,721;555604
Kaloré;0,721;113106
Barreiras;0,721;903201
Cascalho Rico;0,721;115003
Capão Bonito;0,721;510203
Cambará;0,721;103602
Glória de Dourados;0,721;004007
Piranhas;0,721;707107
Giruá;0,721;309001
Piracanjuba;0,721;217104
Monsenhor Paulo;0,721;142601
Pouso Redondo;0,72;213708
São Simão;0,72;550902
Inhumas;0,72;210000
Ivinhema;0,72;004700
São Valentim;0,72;319703
Pinhal;0,72;314456
Palmitinho;0,72;313805
Faxinal do Soturno;0,72;308003
Mossoró;0,72;408003
André da Rocha;0,72;300661
Timbé do Sul;0,72;218103
Campina Grande;0,72;504009
Passo de Torres;0,72;212254
Verê;0,72;128609
Uniflor;0,72;128302
Santa Isabel do Ivaí;0,72;123709
Ourizona;0,72;117404
Fazenda Rio Grande;0,72;107652
Boa Esperança;0,72;107109
São João das Duas Pontes;0,72;549201
São Bento do Sapucaí;0,72;548609
Itapeva;0,72;133600
Lutécia;0,72;527900
Matias Barbosa;0,72;140803
Paiva;0,72;146602
Itapura;0,72;523008
Icém;0,72;519808
Paracambi;0,72;303609
Caconde;0,72;508702
Cananéia;0,72;509908
Ouro Verde de Goiás;0,719;215405
Itaporanga;0,719;507002
São José dos Quatro Marcos;0,719;107107
Cruzaltense;0,719;306130
Jupiá;0,719;209177
Mamborê;0,719;114005
Iperó;0,719;521002
Rubiataba;0,719;218904
Caibaté;0,719;303301
Gavião Peixoto;0,719;516853
São João de Meriti;0,719;305109
Ciríaco;0,719;305504
Barão de Cotegipe;0,719;301701
Guaraçaí;0,719;517802
Platina;0,719;539707
Planalto;0,719;925006
São Mateus do Sul;0,719;125605
Alto Horizonte;0,719;200555
Guaporema;0,719;109104
Itaberaí;0,719;210406
Angatuba;0,719;502200
Celso Ramos;0,719;204152
Tramandaí;0,719;321600
Coroados;0,719;512506
Novais;0,719;533254
Dores do Indaiá;0,719;123205
Tupaciguara;0,719;169604
Salmourão;0,719;545100
Guariba;0,719;518602
Mombuca;0,719;530904
Paraibuna;0,719;535606
Praia Grande;0,718;541000
Itauçu;0,718;211404
Conquista D'Oeste;0,718;103361
Diamantino;0,718;103502
Ananindeua;0,718;500800
Aparecida de Goiânia;0,718;201405
Salto do Lontra;0,718;123006
Três Cachoeiras;0,718;321667
Tombos;0,718;169208
Nova Santa Rita;0,718;207959
Tupandi;0,718;322251
Santo Antônio da Platina;0,718;124103
Palmeira;0,718;117701
Dobrada;0,718;514007
Cariacica;0,718;201308
Cacoal;0,718;100049
Fundão;0,718;202207
Guará;0,718;517703
Araruama;0,718;300209
Vargem Bonita;0,718;170602
Mandaguaçu;0,718;114104
Paulistânia;0,718;536570
Lagamar;0,718;137106
Jussara;0,718;918506
Paial;0,718;211876
Mariápolis;0,718;528908
Jaboti;0,718;111704
Ibiá;0,718;129509
Nova Veneza;0,718;211603
Campina Grande do Sul;0,718;104006
Bom Jesus;0,718;201903
Santo Antônio de Pádua;0,718;304706
Narandiba;0,718;532207
Itaguaru;0,718;210604
Cidade Gaúcha;0,718;105607
Mineiros;0,718;213103
Cidade Ocidental;0,717;205497
Viamão;0,717;323002
Borrazópolis;0,717;103305
Santo Antônio da Patrulha;0,717;317608
Ocauçu;0,717;533700
Guatambú;0,717;206652
Mato Queimado;0,717;312179
Ponte Nova;0,717;152105
Paranapanema;0,717;535804
Itobi;0,717;523800
Engenho Velho;0,717;306924
Campina do Monte Alegre;0,717;509452
Nova Aliança do Ivaí;0,717;116505
Eldorado do Sul;0,717;306767
São José do Alegre;0,717;163201
Cruzeiro do Oeste;0,717;106605
Tigrinhos;0,717;217956
Paula Freitas;0,717;118600
Fama;0,717;125200
Jaboatão dos Guararapes;0,717;607901
São Pedro do Ivaí;0,717;125803
Guaratuba;0,717;109609
Jacupiranga;0,717;524600
São José do Herval;0,717;318465
Piranguinho;0,717;151008
Juatuba;0,717;136652
Paranacity;0,717;118105
Getulina;0,717;517000
Santa Inês;0,717;109908
Torixoréu;0,716;108204
Bela Vista de Goiás;0,716;203302
Ribeirão Claro;0,716;121802
Taquaral de Goiás;0,716;221007
Luís Eduardo Magalhães;0,716;919553
Paulo Lopes;0,716;212304
Jacinto Machado;0,716;208708
Piedade;0,716;537800
Bela Vista do Paraíso;0,716;102802
Júlio de Castilhos;0,716;311205
Capitão Leônidas Marques;0,716;104600
Doutor Pedrinho;0,716;205159
Fênix;0,716;107702
Juína;0,716;105150
Matupá;0,716;105606
Diamantina;0,716;121605
Balneário Barra do Sul;0,716;202057
Goianá;0,716;127388
Petrolândia;0,716;611002
Campos dos Goytacazes;0,716;301009
Manoel Ribas;0,716;114500
Davinópolis;0,716;103752
Júlio Mesquita;0,716;525805
Ernestina;0,716;307054
Nova Prata do Iguaçu;0,716;117255
Paiçandu;0,716;117503
Santo Antônio do Paraíso;0,716;124301
Nova Serrana;0,715;145208
Formoso;0,715;126208
Pedregulho;0,715;537008
São Vicente de Minas;0,715;165305
Quinta do Sol;0,715;121109
Morungaba;0,715;532009
Aguaí;0,715;500303
Nova Canaã Paulista;0,715;532843
Farol;0,715;107553
Niquelândia;0,715;214606
Pinheiral;0,715;303955
Palmares do Sul;0,715;313656
Rio Brilhante;0,715;007208
São Gonçalo do Sapucaí;0,715;162005
Orizona;0,715;215306
Arvoredo;0,715;201653
Formosa do Sul;0,715;205431
São Sebastião da Amoreira;0,715;126009
Jaguapitã;0,715;111902
Jacutinga;0,715;134905
Pouso Novo;0,715;315131
Itaguaí;0,715;302007
Santa Carmem;0,715;107248
Queiroz;0,715;541802
Severínia;0,715;551900
Parauapebas;0,715;505536
Passa Quatro;0,715;147600
Santa Luzia;0,715;110005
Paraguaçu;0,715;147204
Flórida Paulista;0,715;516002
Machado;0,715;139003
Putinga;0,715;315206
Sobral;0,714;312908
Mormaço;0,714;312427
Laranjal;0,714;138005
Glorinha;0,714;309050
Santa Rita do Araguaia;0,714;219407
Terra Roxa;0,714;554409
Quatiguá;0,714;120705
Anicuns;0,714;201306
Populina;0,714;540408
Fátima do Sul;0,714;003801
Nova Esperança do Sudoeste;0,714;116950
Tapurah;0,714;108006
Alta Floresta;0,714;100250
Catanduvas;0,714;105003
Santa Teresa;0,714;204609
Riqueza;0,714;215075
Rio Pomba;0,714;155801
Ijaci;0,714;130408
Campo Alegre;0,714;701407
Nantes;0,714;532157
Santo Antônio do Jardim;0,714;548104
Avaí;0,714;504305
Juscimeira;0,714;105200
Torre de Pedra;0,714;554656
Itaquaquecetuba;0,714;523107
Vassouras;0,714;306206
Nova Santa Helena;0,714;106190
Ji-Paraná;0,714;100122
Colíder;0,713;103205
Seropédica;0,713;305554
Alto Paraíso de Goiás;0,713;200605
Itaqui;0,713;310603
Carlópolis;0,713;104709
Curvelo;0,713;120904
Porto Real;0,713;304110
Florínia;0,713;#N/D
Nova Iguaçu;0,713;303500
Palestina de Goiás;0,713;215652
Miracema;0,713;303005
Itapecerica;0,713;133501
Bom Jesus dos Perdões;0,713;507100
Itaocara;0,713;302106
Imbuia;0,713;207403
Portão;0,713;314803
Águas de Chapecó;0,713;200507
Canudos do Vale;0,713;304614
Carapebus;0,713;300936
Cajuru;0,713;509403
Santa Fé de Goiás;0,713;219258
Irapuã;0,713;521507
Itaí;0,713;521804
Guarantã;0,713;518107
Carmo do Rio Verde;0,713;205000
Perobal;0,713;118857
Rondon;0,713;122602
São José das Palmeiras;0,713;125456
Crato;0,713;304202
Presidente Castelo Branco;0,713;120408
Cruzeiro do Sul;0,713;200203
Nipoã;0,713;532702
Tapira;0,712;168101
Planura;0,712;151602
Sede Nova;0,712;320230
Bom Jesus do Oeste;0,712;202578
Jaguari;0,712;311106
Congonhal;0,712;117900
São Pedro da Aldeia;0,712;305208
Conceição das Alagoas;0,712;117306
Nova Venécia;0,712;203908
Conceição de Macabu;0,712;301405
Ribeirão Bonito;0,712;542909
Erebango;0,712;306973
Irapuru;0,712;521606
Morro Agudo;0,712;531902
Eugênio de Castro;0,712;307831
Lindolfo Collor;0,712;311627
Itabuna;0,712;914802
Santa Vitória do Palmar;0,712;317301
Petrolina de Goiás;0,712;216809
Crissiumal;0,712;306007
Jardim;0,712;307106
Feira de Santana;0,712;910800
Biritiba-Mirim;0,712;#N/D
Alambari;0,712;500758
Venâncio Aires;0,712;322608
Uru;0,712;555901
Vianópolis;0,712;222005
Japurá;0,712;302108
Barão de Antonina;0,711;505005
Lambari;0,711;137809
Israelândia;0,711;210307
Campo Belo;0,711;111200
Alcinópolis;0,711;000252
Duque de Caxias;0,711;301702
Paranaiguara;0,711;216304
Jaborandi;0,711;917359
Cezarina;0,711;205455
Paulicéia;0,711;536406
Varjão de Minas;0,711;170750
Ribeirão Corrente;0,711;543105
Morrinhos do Sul;0,711;312443
Igaratá;0,711;520202
Chiador;0,711;116209
Sapiranga;0,711;319901
Rio Novo do Sul;0,711;204401
Missal;0,711;116059
Piquerobi;0,711;538303
Vicentina;0,711;008404
Medeiros;0,711;141306
Bataguassu;0,71;001904
São Miguel Arcanjo;0,71;550209
Colômbia;0,71;512100
São Miguel da Boa Vista;0,71;217154
Witmarsum;0,71;219408
Brejo Alegre;0,71;507753
Nazário;0,71;214408
Apiaí;0,71;502705
Barracão;0,71;102604
Rio Bonito;0,71;304300
Caicó;0,71;402006
Marechal Floriano;0,71;203346
Terra Rica;0,71;127304
Alfredo Chaves;0,71;200300
Cachoeira Alta;0,71;204102
Buriti Alegre;0,71;203906
Pimenta Bueno;0,71;100189
Ibiúna;0,71;519709
Santa Cruz de Monte Castelo;0,71;123303
Santa Vitória;0,71;159803
Quarto Centenário;0,71;120655
Prado Ferreira;0,71;120333
Pouso Alto;0,71;152600
Pitangueiras;0,71;539509
Novo Itacolomi;0,71;117297
Nova Olímpia;0,71;117206
Monte Santo de Minas;0,71;143203
Lupionópolis;0,71;113809
Limeira do Oeste;0,71;138625
Lima Duarte;0,71;138609
Leandro Ferreira;0,71;138302
Estrela Dalva;0,71;124609
Ibaiti;0,71;109708
Monteiro Lobato;0,71;531704
Itanhangá;0,71;104542
Glória D'Oeste;0,71;103957
Carmo do Cajuru;0,71;114204
Capitólio;0,71;112802
Três Coroas;0,71;321709
Paulo Bento;0,71;314134
Timburi;0,71;554607
Pinheirinho do Vale;0,71;314498
Taiaçu;0,71;553104
Ampére;0,709;101002
Serra do Navio;0,709;600055
Cláudio;0,709;116605
Taguaí;0,709;553005
Magé;0,709;302502
Goiás;0,709;208905
Pirapetinga;0,709;151107
Rio Negro;0,709;122305
Sandovalina;0,709;545506
Ouro Verde do Oeste;0,709;117453
Juquitiba;0,709;526209
Tupanciretã;0,709;322202
Cruzeiro do Iguaçu;0,709;106571
Visconde do Rio Branco;0,709;172004
Silvânia;0,709;220603
Dom Silvério;0,709;122702
Nova Era;0,709;144706
Campanha;0,709;110905
São Pedro do Sul;0,709;319406
Paranapoema;0,709;118303
Gália;0,709;516606
São Gabriel da Palha;0,709;204708
Rio Paranaíba;0,709;155504
Saquarema;0,709;305505
Jardinópolis;0,709;525102
Nossa Senhora das Graças;0,709;116406
Cantagalo;0,709;112059
Ibirarema;0,708;519501
São João Nepomuceno;0,708;162906
Mirim Doce;0,708;210852
Tenente Portela;0,708;321402
São Sepé;0,708;319604
Conchal;0,708;512209
São José de Ribamar;0,708;111201
Alvorada do Sul;0,708;100806
Romaria;0,708;156403
Itaiópolis;0,708;208104
Jateí;0,708;005103
Piraí do Sul;0,708;119400
Ibicaré;0,708;206801
Araporã;0,708;103751
Alvorada;0,708;700707
Galvão;0,708;205605
Paulo Frontin;0,708;118709
Cáceres;0,708;102504
Flor do Sertão;0,708;205357
Pedra do Indaiá;0,708;148905
Dom Pedrito;0,708;306601
Atilio Vivacqua;0,708;200706
Madre de Deus;0,708;919926
Coromandel;0,708;119302
Abadia de Goiás;0,708;200050
Piraí;0,708;304003
Campos Borges;0,708;304101
Apiúna;0,708;201257
Juranda;0,708;112959
Crixás;0,708;206404
Mallet;0,708;113908
Jandaia;0,707;211701
Rio Novo;0,707;155405
Sul Brasil;0,707;217758
Santa Bárbara;0,707;927507
Várzea;0,707;414704
Matutina;0,707;141207
Sarapuí;0,707;551108
São José do Hortêncio;0,707;318481
Derrubadas;0,707;306320
Iracema do Oeste;0,707;110656
Itaguajé;0,707;110904
Iguatama;0,707;130309
Estrela do Norte;0,707;515301
Áurea;0,707;301552
Itirapuã;0,707;523701
Montes Claros de Goiás;0,707;213707
Rancho Alegre;0,707;121307
Conselheiro Mairinck;0,707;106100
Minaçu;0,707;213087
Arroio do Tigre;0,707;301206
Leópolis;0,707;113403
Jaguarão;0,707;311007
Rio Branco;0,707;200401
Irati;0,707;110706
Costa Rica;0,706;003256
Chuí;0,706;305439
Planalto;0,706;925006
Itatinga;0,706;523503
Doutor Maurício Cardoso;0,706;306734
Cromínia;0,706;206503
Santo Antônio do Pinhal;0,706;548203
Xambrê;0,706;128807
Laranjeiras do Sul;0,706;113304
Lapa;0,706;113205
Hidrolândia;0,706;305209
Ivaté;0,706;111555
Campestre da Serra;0,706;303673
Ibiraci;0,706;129707
Iporã;0,706;110607
Douradoquara;0,706;123502
Princesa;0,706;214151
Joviânia;0,706;212105
Caratinga;0,706;113404
Novo Horizonte;0,706;923035
Campo Florido;0,706;111408
Dionísio Cerqueira;0,706;205001
Caetanópolis;0,706;109907
Cachoeira de Minas;0,706;109709
Mossâmedes;0,706;213905
Capanema;0,706;502202
Barracão;0,706;102604
Santa Bárbara de Goiás;0,706;219100
Campos Novos Paulista;0,706;509809
Três Barras;0,706;218301
Cesário Lange;0,706;511607
Novo Barreiro;0,706;313490
Paim Filho;0,706;313607
Coxilha;0,706;305975
Santa Juliana;0,706;157708
Santa Cruz de Minas;0,706;157336
União do Oeste;0,705;218855
Jesuítas;0,705;112751
Itamonte;0,705;133006
Avanhandava;0,705;504404
Vila Lângaro;0,705;323358
Santa Rosa do Sul;0,705;215653
Itaju;0,705;522000
Ribeirão Grande;0,705;543253
Inajá;0,705;607000
Santa Fé;0,705;123402
Planaltina do Paraná;0,705;119707
Borebi;0,705;507456
Restinga;0,705;542701
Carmo do Paranaíba;0,705;114303
Belmonte;0,705;903409
Alto Taquari;0,705;100607
Santa Rosa da Serra;0,705;159704
Santa Tereza do Oeste;0,705;124020
Bofete;0,705;506904
Guiratinga;0,705;104203
Siqueira Campos;0,704;126603
Ibirité;0,704;129806
Campina Verde;0,704;111101
São José da Varginha;0,704;163102
Salto Grande;0,704;545407
Euclides da Cunha Paulista;0,704;515350
Parobé;0,704;314050
Nova Xavantina;0,704;106257
Araçariguama;0,704;502754
Quaraí;0,704;315305
Rancho Alegre D'Oeste;0,704;121356
Ladário;0,704;005202
Buritinópolis;0,704;203962
Cássia;0,704;115102
Mateus Leme;0,704;140704
Salto do Itararé;0,704;122909
Chapadão do Lageado;0,704;204194
Quissamã;0,704;304151
Papanduva;0,704;212205
Lontras;0,704;209904
Caçapava do Sul;0,704;302808
Mirassol D'Oeste;0,704;105622
Ivolândia;0,704;211602
Nova Marilândia;0,704;108857
Tabatinga;0,704;304062
Palma Sola;0,704;212007
Santa Mônica;0,704;123956
Alto Araguaia;0,704;100300
Campina da Lagoa;0,704;103909
Boa Esperança;0,704;107109
Arenápolis;0,704;101308
Araruna;0,704;501005
São Pedro do Paraná;0,704;125902
São Miguel do Iguaçu;0,704;125704
Canas;0,704;509957
Tapejara;0,703;126801
Camapuã;0,703;002605
Araquari;0,703;201307
Fernão;0,703;515657
Coxim;0,703;003306
Campo Novo;0,703;304002
Pontes E Lacerda;0,703;106752
Maria Helena;0,703;114708
Iguatu;0,703;305506
Jeriquara;0,703;525409
Palma;0,703;146701
Ibaté;0,703;519303
Três Palmeiras;0,703;321857
Riolândia;0,703;544202
Caseiros;0,703;304952
Lagoa Formosa;0,703;137502
Conceição dos Ouros;0,703;117801
Entre Rios do Sul;0,703;306957
Boa Vista do Cadeado;0,703;302220
São Pedro do Turvo;0,703;550506
Guarantã do Norte;0,703;104104
Uruana;0,703;221700
Perdigão;0,703;149705
Itararé;0,703;523206
Castro;0,703;104907
Iporanga;0,703;521200
Guaçuí;0,703;202306
Goianápolis;0,703;208400
Porangaba;0,703;540507
Macuco;0,703;302452
Francisco Morato;0,703;516309
Pitanga;0,702;119608
Botelhos;0,702;108404
Inhaúma;0,702;131000
Edealina;0,702;207352
Guapirama;0,702;109005
Ariquemes;0,702;100023
Baixo Guandu;0,702;200805
Itaguaçu;0,702;202702
Nonoai;0,702;312708
Muitos Capões;0,702;312617
Paraíba do Sul;0,702;303708
Campos Altos;0,702;111507
Luiziânia;0,702;527702
Pontalinda;0,702;540259
Viadutos;0,702;322905
Santo Antônio da Alegria;0,702;547908
Adelândia;0,702;200159
Vitorino;0,702;128708
Nortelândia;0,702;106000
Morro Redondo;0,702;312450
Maria da Fé;0,702;139904
Dionísio;0,702;121803
Correia Pinto;0,702;204558
Santo Antônio de Posse;0,702;548005
Mariana Pimentel;0,701;311981
Ribeirão do Pinhal;0,701;121901
Presidente Olegário;0,701;153400
Patos;0,701;510808
Indiara;0,701;209952
Araguainha;0,701;101209
Marcelândia;0,701;105580
Centenário;0,701;704105
Florestópolis;0,701;108007
Primeiro de Maio;0,701;120507
Alto Garças;0,701;100409
Eusébio;0,701;304285
Senador Canedo;0,701;220454
Campo Magro;0,701;104253
Braganey;0,701;103354
Bom Jesus de Goiás;0,701;203500
Luziânia;0,701;212501
Travesseiro;0,701;321626
Brasilândia;0,701;002308
Dona Eusébia;0,701;#N/D
Taquarituba;0,701;553807
Tabaí;0,701;320859
São Sebastião da Grama;0,701;550803
Brazabrantes;0,701;203609
Colinas do Tocantins;0,701;705508
Barra Bonita;0,701;505302
Santa Terezinha de Goiás;0,701;219704
Ipameri;0,701;210109
Morro Grande;0,701;211256
Guaranésia;0,701;128303
Nanuque;0,701;144300
Santa Rosa de Goiás;0,701;219506
Nova Ponte;0,701;145000
Ponta Porã;0,701;006606
Dianópolis;0,701;707009
Teófilo Otoni;0,701;168606
Pratânia;0,701;541059
Castelândia;0,701;205059
Sangão;0,7;215455
Joaquim Távora;0,7;112801
Paraíso;0,7;535705
Salgado Filho;0,7;122800
Rolim de Moura;0,7;100288
Americano do Brasil;0,7;200852
Cacequi;0,7;302907
Boqueirão do Leão;0,7;302451
Conceição do Pará;0,7;117603
Alto Alegre;0,7;400050
Floriano;0,7;203909
Carmópolis de Minas;0,7;114501
Aurilândia;0,7;202601
São Tomás de Aquino;0,7;165107
Santa Mariana;0,7;123907
Bocaiúva;0,7;107307
Pérola;0,7;118907
Andrelândia;0,7;102803
Naviraí;0,7;005707
Boa Esperança do Iguaçu;0,7;103024
Piraquara;0,7;119509
Vidal Ramos;0,7;219200
Corumbá;0,7;003207
Santo Antônio de Jesus;0,7;928703
