COD_IBGE;COD_SIAFI;NOME_ENTE;NOME_SIMPLIFICADO;SIGLA_UF;NOME_UF;LAT;LNG;POP_EST_2020;CAPITAL;NOME_ANTIGO_OU_GRAFIA_DIFERENTE;ALT;REGIAO;COD_UE_TSE_2016;IDHM;IDHM_RENDA;IDHM_EDUCACAO;IDHM_LONGEVIDADE
1303403;269;Parintins;PARINTINS;AM;Amazonas;-2.627.052.586;-5.673.629.215;115363;0;NULL;173.277.560.000;N;2690;0,658;0,8;0,605;0,589
1303502;271;Pauini;PAUINI;AM;Amazonas;-7.714.043.644;-6.700.209.749;19522;0;NULL;1.184.583.170.000;N;2712;0,496;0,724;0,317;0,531
1303536;9841;Presidente Figueiredo;PRESIDENTE FIGUEIREDO;AM;Amazonas;-2.058.429.085;-6.002.564.683;37193;0;NULL;582.870.980.000;N;98418;0,647;0,802;0,538;0,627
1303569;9843;Rio Preto da Eva;RIO PRETO DA EVA;AM;Amazonas;-2.693.301.542;-5.970.473.809;34106;0;NULL;347.372.960.000;N;98434;0,611;0,785;0,493;0,59
1303601;237;Santa Isabel do Rio Negro;SANTA ISABEL DO RIO NEGRO;AM;Amazonas;-0.416694832;-6.502.002.264;25865;0;NULL;341.208.770.000;N;2372;0,479;0,737;0,323;0,461
1303700;273;Santo Antônio do Içá;SANTO ANTONIO DO ICA;AM;Amazonas;-3.107.486.309;-6.794.648.514;21243;0;NULL;673.579.280.000;N;2739;0,49;0,759;0,353;0,438
1303809;283;São Gabriel da Cachoeira;SAO GABRIEL DA CACHOEIRA;AM;Amazonas;-0.136462788;-670.836.429;46303;0;NULL;615.104.760.000;N;2836;0,609;0,777;0,476;0,61
1303908;275;São Paulo de Olivença;SAO PAULO DE OLIVENCA;AM;Amazonas;-3.466.509.623;-6.894.485.349;40073;0;NULL;866.232.490.000;N;2755;0,521;0,78;0,386;0,471
1303957;9845;São Sebastião do Uatumã;SAO SEBASTIAO DO UATUMA;AM;Amazonas;-257.015.258;-5.787.034.636;14352;0;NULL;169.386.580.000;N;98450;0,577;0,739;0,464;0,561
1304005;277;Silves;SILVES;AM;Amazonas;-283.642.743;-5.821.480.086;9230;0;NULL;640.177.290.000;N;2771;0,632;0,791;0,584;0,546
1304062;9847;Tabatinga;TABATINGA;AM;Amazonas;-4.231.883.676;-6.994.624.438;67182;0;NULL;630.000.000.000;N;98477;0,616;0,769;0,505;0,602
1304104;279;Tapauá;TAPAUA;AM;Amazonas;-5.624.223.518;-6.318.709.487;17015;0;NULL;506.533.890.000;N;2798;0,502;0,694;0,355;0,512
1304203;281;Tefé;TEFE;AM;Amazonas;-3.348.372.494;-6.470.841.966;59547;0;NULL;465.841.820.000;N;2810;0,639;0,801;0,511;0,637
1304237;9851;Tonantins;TONANTINS;AM;Amazonas;-286.109.125;-6.777.648.228;18897;0;NULL;661.022.640.000;N;98515;0,548;0,779;0,416;0,508
1304260;9849;Uarini;UARINI;AM;Amazonas;-2.983.609.243;-6.515.534.564;13690;0;NULL;425.882.370.000;N;98493;0,527;0,724;0,378;0,535
1304302;285;Urucará;URUCARA;AM;Amazonas;-2.536.611.672;-5.775.982.817;16130;0;NULL;177.087.740.000;N;2852;0,62;0,754;0,575;0,551
1304401;287;Urucurituba;URUCURITUBA;AM;Amazonas;-3.134.633.116;-5.815.964.104;23585;0;NULL;230.749.100.000;N;2879;0,588;0,776;0,487;0,538
1400027;26;Amajari;AMAJARI;RR;Roraima;3.652.118.445;-6.142.059.017;13185;0;NULL;1.077.173.950.000;N;3042;0,484;0,815;0,319;0,437
1400050;305;Alto Alegre;ALTO ALEGRE;RR;Roraima;2.993.822.948;-6.131.402.239;15380;0;NULL;1.217.419.840.000;N;3050;0,542;0,813;0,379;0,518
1400100;301;Boa Vista;BOA VISTA;RR;Roraima;2.816.681.919;-6.067.053.267;419652;1;NULL;798.282.280.000;N;3018;0,752;0,816;0,708;0,737
1400159;307;Bonfim;BONFIM;RR;Roraima;3.350.288.619;-5.987.800.663;12557;0;NULL;866.470.220.000;N;3077;0,626;0,809;0,509;0,597
1400175;28;Cantá;CANTA;RR;Roraima;2.607.666.398;-6.060.206.285;18799;0;NULL;829.828.000.000;N;3069;0,619;0,803;0,509;0,581
1400209;303;Caracaraí;CARACARAI;RR;Roraima;1.803.871.247;-6.114.917.687;22283;0;NULL;495.832.110.000;N;3034;0,624;0,78;0,518;0,601
1400233;30;Caroebe;CAROEBE;RR;Roraima;0.872674507;-5.969.481.007;10383;0;NULL;1.288.347.680.000;N;3000;0,639;0,791;0,549;0,6
1400282;32;Iracema;IRACEMA;RR;Roraima;2.168.214.765;-6.105.225.859;12296;0;NULL;806.422.820.000;N;3026;0,582;0,81;0,434;0,56
1400308;309;Mucajaí;MUCAJAI;RR;Roraima;2.479.772.235;-6.091.151.853;18172;0;NULL;696.285.590.000;N;3093;0,665;0,813;0,547;0,661
1400407;311;Normandia;NORMANDIA;RR;Roraima;3.882.978.285;-5.963.520.628;11532;0;NULL;1.027.848.750.000;N;3115;0,594;0,801;0,502;0,52
1400456;34;Pacaraima;PACARAIMA;RR;Roraima;447.525.934;-6.114.730.635;18913;0;NULL;9.121.299.090.000;N;3123;0,65;0,788;0,558;0,624
1400472;36;Rorainópolis;RORAINOPOLIS;RR;Roraima;0.937195394;-6.042.506.049;30782;0;NULL;837.966.790.000;N;3085;0,619;0,798;0,519;0,574
1400506;313;São João da Baliza;SAO JOAO DA BALIZA;RR;Roraima;0.947157427;-5.990.604.435;8348;0;NULL;1.212.456.430.000;N;3131;0,655;0,78;0,587;0,614
1400605;315;São Luiz;SAO LUIZ;RR;Roraima;1.018.111.627;-6.002.826.677;8110;0;NULL;1.163.459.180.000;N;3158;0,649;0,788;0,574;0,605
1400704;38;Uiramutã;UIRAMUTA;RR;Roraima;4.585.440.388;-6.019.571.615;10789;0;NULL;6.057.995.630.000;N;3107;0,453;0,766;0,276;0,439
1500107;401;Abaetetuba;ABAETETUBA;PA;Pará;-1.723.469.863;-4.888.440.382;159080;0;NULL;101.203.430.000;N;4014;0,628;0,798;0,537;0,579
1500131;375;Abel Figueiredo;ABEL FIGUEIREDO;PA;Pará;-4.951.390.896;-4.839.676.213;7486;0;NULL;1.927.566.510.000;N;4502;0,622;0,8;0,481;0,625
1500206;403;Acará;ACARA;PA;Pará;-19.634.365;-4.820.045.643;55669;0;NULL;73.950.310.000;N;4030;0,506;0,757;0,332;0,517
1500305;405;Afuá;AFUA;PA;Pará;-0.159171694;-5.039.142.759;39567;0;NULL;31.364.010.000;N;4057;0,489;0,774;0,311;0,485
1500347;383;Água Azul do Norte;AGUA AZUL DO NORTE;PA;Pará;-6.804.948.867;-5.048.527.451;27615;0;NULL;2.962.994.350.000;N;4260;0,564;0,797;0,399;0,563
1500404;407;Alenquer;ALENQUER;PA;Pará;-1.951.397.505;-5.474.086.235;57092;0;NULL;391.311.950.000;N;4073;0,564;0,779;0,436;0,529
1500503;409;Almeirim;ALMEIRIM;PA;Pará;-1.527.338.803;-5.257.683.509;34076;0;NULL;187.287.880.000;N;4090;0,642;0,809;0,497;0,659
1500602;411;Altamira;ALTAMIRA;PA;Pará;-320.565.951;-5.221.437.631;115969;0;NULL;1.047.482.880.000;N;4111;0,665;0,811;0,548;0,662
1500701;413;Anajás;ANAJAS;PA;Pará;-0.984451394;-4.994.500.104;29688;0;NULL;50.010.540.000;N;4138;0,484;0,774;0,29;0,506
1500800;415;Ananindeua;ANANINDEUA;PA;Pará;-1.368.713.568;-4.837.206.665;535547;0;NULL;265.644.420.000;N;4154;0,718;0,821;0,658;0,684
1500859;40;Anapu;ANAPU;PA;Pará;-3.476.104.635;-512.016.218;28607;0;NULL;563.087.400.000;N;4723;0,548;0,788;0,371;0,563
1500909;417;Augusto Corrêa;AUGUSTO CORREA;PA;Pará;-102.292.101;-4.664.164.579;46471;0;NULL;159.877.630.000;N;4170;0,52;0,772;0,38;0,48
1500958;389;Aurora do Pará;AURORA DO PARA;PA;Pará;-2.129.376.013;-475.561.746;31773;0;NULL;413.688.940.000;N;4340;0,519;0,773;0,358;0,504
1501006;419;Aveiro;AVEIRO;PA;Pará;-3.605.595.259;-5.533.073.439;16404;0;NULL;154.512.510.000;N;4197;0,541;0,748;0,45;0,47
1501105;421;Bagre;BAGRE;PA;Pará;-188.980.806;-5.022.198.692;31325;0;NULL;16.155.500.000;N;4219;0,471;0,777;0,28;0,481
1501204;423;Baião;BAIAO;PA;Pará;-2.791.961.861;-4.967.275.337;48459;0;NULL;305.624.050.000;N;4235;0,578;0,77;0,467;0,538
1501253;42;Bannach;BANNACH;PA;Pará;-7.351.072.192;-5.040.604.712;3262;0;NULL;4.013.302.000.000;N;4588;0,594;0,784;0,42;0,635
1501303;425;Barcarena;BARCARENA;PA;Pará;-1.505.767.005;-4.862.707.289;127027;0;NULL;70.765.260.000;N;4251;0,662;0,801;0,564;0,643
1501402;427;Belém;BELEM;PA;Pará;-1.459.845;-4.848.782.569;1499641;1;NULL;84.714.770.000;N;4278;0,746;0,822;0,673;0,751
1501451;44;Belterra;BELTERRA;PA;Pará;-2.649.020.169;-5.494.267.474;17839;0;NULL;1.675.600.310.000;N;4804;0,588;0,775;0,478;0,548
1501501;429;Benevides;BENEVIDES;PA;Pará;-1.361.437.515;-4.824.183.645;63768;0;NULL;316.137.900.000;N;4294;0,665;0,798;0,592;0,623
1501576;575;Bom Jesus do Tocantins;BOM JESUS DO TOCANTINS;PA;Pará;-5.047.362.704;-4.859.903.996;17118;0;NULL;1.722.785.670.000;N;4049;0,589;0,777;0,437;0,601
1501600;431;Bonito;BONITO;PA;Pará;-1.367.474.357;-4.730.589.182;16530;0;NULL;547.606.330.000;N;4316;0,546;0,77;0,398;0,531
1501709;433;Bragança;BRAGANCA;PA;Pará;-1.053.523.956;-4.676.575.421;128914;0;NULL;160.401.390.000;N;4332;0,6;0,755;0,486;0,589
1501725;639;Brasil Novo;BRASIL NOVO;PA;Pará;-3.297.803.704;-5.254.344.119;14983;0;NULL;1.890.511.680.000;N;4227;0,613;0,809;0,451;0,632
1501758;577;Brejo Grande do Araguaia;BREJO GRANDE DO ARAGUAIA;PA;Pará;-5.707.296.154;-4.840.576.042;7368;0;NULL;2.212.928.320.000;N;5932;0,591;0,743;0,473;0,588
1501782;625;Breu Branco;BREU BRANCO;PA;Pará;-3.778.135.413;-4.956.987.968;67332;0;NULL;954.750.140.000;N;4448;0,568;0,781;0,422;0,555
1501808;435;Breves;BREVES;PA;Pará;-16.907.365;-504.808.948;103497;0;NULL;99.015.700.000;N;4359;0,503;0,778;0,312;0,524
1501907;437;Bujaru;BUJARU;PA;Pará;-1.513.991.462;-4.803.587.501;29427;0;NULL;170.105.420.000;N;4375;0,552;0,779;0,437;0,495
1501956;46;Cachoeira do Piriá;CACHOEIRA DO PIRIA;PA;Pará;-1.752.897.005;-4.654.739.142;34609;0;NULL;487.225.920.000;N;4766;0,473;0,779;0,303;0,449
1502004;439;Cachoeira do Arari;CACHOEIRA DO ARARI;PA;Pará;-1.008.786.266;-4.896.066.758;24064;0;NULL;95.638.740.000;N;4391;0,546;0,778;0,398;0,525
1502103;441;Cametá;CAMETA;PA;Pará;-224.683.848;-4.949.783.017;139364;0;NULL;112.289.580.000;N;4413;0,577;0,754;0,474;0,538
1502152;48;Canaã dos Carajás;CANAA DOS CARAJAS;PA;Pará;-6.532.196.616;-4.984.895.843;38103;0;NULL;2.957.504.090.000;N;4707;0,673;0,801;0,569;0,67
1502202;443;Capanema;CAPANEMA;PA;Pará;-1.192.441.995;-4.717.512.612;69431;0;NULL;272.765.280.000;N;4430;0,655;0,794;0,58;0,61
1502301;445;Capitão Poço;CAPITAO POCO;PA;Pará;-1.746.187.293;-4.706.282.538;54425;0;NULL;647.874.760.000;N;4456;0,548;0,747;0,385;0,573
1502400;447;Castanhal;CASTANHAL;PA;Pará;-1.295.756.805;-4.792.664.314;203251;0;NULL;467.974.270.000;N;4472;0,673;0,8;0,582;0,654
1502509;449;Chaves;CHAVES;PA;Pará;-0.16243729;-4.998.931.861;23948;0;NULL;115.874.420.000;N;4499;0,453;0,769;0,234;0,516
1502608;451;Colares;COLARES;PA;Pará;-0.932091244;-4.828.872.843;12131;0;NULL;120.046.890.000;N;4510;0,602;0,763;0,528;0,541
1502707;453;Conceição do Araguaia;CONCEICAO DO ARAGUAIA;PA;Pará;-826.486.353;-4.926.450.081;47991;0;NULL;1.801.632.120.000;N;4537;0,64;0,77;0,54;0,631
1502756;579;Concórdia do Pará;CONCORDIA DO PARA;PA;Pará;-1.984.521.463;-4.794.988.694;33781;0;NULL;492.625.630.000;N;5819;0,566;0,741;0,438;0,56
1502764;385;Cumaru do Norte;CUMARU DO NORTE;PA;Pará;-7.811.106.537;-5.077.157.838;13761;0;NULL;3.115.962.460.000;N;4529;0,55;0,795;0,33;0,635
1502772;581;Curionópolis;CURIONOPOLIS;PA;Pará;-6.096.819.952;-4.960.221.422;17846;0;NULL;2.109.541.880.000;N;5851;0,636;0,809;0,536;0,592
1502806;455;Curralinho;CURRALINHO;PA;Pará;-180.942.342;-4.979.152.285;34994;0;NULL;24.810.940.000;N;4553;0,502;0,769;0,323;0,508
1502855;50;Curuá;CURUA;PA;Pará;-1.889.928.704;-5.511.967.861;14587;0;NULL;232.874.890.000;N;4740;0,578;0,78;0,495;0,501
1502905;457;Curuçá;CURUCA;PA;Pará;-0.73249551;-4.785.126.509;40584;0;NULL;160.829.560.000;N;4570;0,582;0,758;0,48;0,542
1502939;583;Dom Eliseu;DOM ELISEU;PA;Pará;-429.077.772;-4.755.591.489;60469;0;NULL;2.610.707.120.000;N;5975;0,615;0,763;0,502;0,606
1502954;377;Eldorado dos Carajás;ELDORADO DOS CARAJAS;PA;Pará;-6.103.525.161;-4.937.395.194;33940;0;NULL;1.387.426.210.000;N;4120;0,56;0,757;0,405;0,572
1503002;459;Faro;FARO;PA;Pará;-2.172.975.242;-5.674.575.302;7070;0;NULL;190.392.470.000;N;4596;0,563;0,756;0,47;0,501
1503044;52;Floresta do Araguaia;FLORESTA DO ARAGUAIA;PA;Pará;-7.558.700.872;-4.969.757.841;20525;0;NULL;1.876.224.980.000;N;4561;0,583;0,792;0,437;0,573
1503077;585;Garrafão do Norte;GARRAFAO DO NORTE;PA;Pará;-1.931.697.043;-4.704.504.602;26111;0;NULL;458.188.040.000;N;5878;0,526;0,763;0,353;0,54
1503093;627;Goianésia do Pará;GOIANESIA DO PARA;PA;Pará;-3.842.468;-4.910.104.492;41081;0;NULL;825.838.030.000;N;4006;0,56;0,743;0,404;0,585
1503101;461;Gurupá;GURUPA;PA;Pará;-1.404.918;-5.164.369.572;33755;0;NULL;163.925.110.000;N;4618;0,509;0,777;0,333;0,51
1503200;463;Igarapé-Açu;IGARAPE ACU;PA;Pará;-1.124.322;-4.762.237.549;39023;0;NULL;425.333.920.000;N;4634;0,595;0,743;0,49;0,579
1503309;465;Igarapé-Miri;IGARAPE MIRI;PA;Pará;-1.983.116;-4.896.229.947;63036;0;NULL;92.831.060.000;N;4650;0,547;0,77;0,413;0,514
1503408;467;Inhangapi;INHANGAPI;PA;Pará;-1.426.581.981;-4.791.339.275;11861;0;NULL;39.284.140.000;N;4677;0,572;0,748;0,456;0,55
1503457;621;Ipixuna do Pará;IPIXUNA DO PARA;PA;Pará;-25.575.285;-4.749.971.759;65625;0;NULL;461.165.080.000;N;4189;0,489;0,757;0,304;0,508
1503507;469;Irituia;IRITUIA;PA;Pará;-1.771.474.995;-4.744.075.561;32595;0;NULL;172.513.490.000;N;4693;0,559;0,763;0,427;0,536
1503606;471;Itaituba;ITAITUBA;PA;Pará;-426.372.948;-5.599.004.886;101395;0;NULL;250.586.290.000;N;4715;0,64;0,8;0,51;0,644
1503705;473;Itupiranga;ITUPIRANGA;PA;Pará;-5.128.837.026;-4.932.442.586;53355;0;NULL;885.617.410.000;N;4731;0,528;0,746;0,364;0,543
1503754;631;Jacareacanga;JACAREACANGA;PA;Pará;-6.223.551.731;-5.776.633.986;7590;0;NULL;919.102.230.000;N;4200;0,505;0,8;0,279;0,577
1503804;475;Jacundá;JACUNDA;PA;Pará;-4.448.405.475;-4.911.278.156;59842;0;NULL;1.170.872.670.000;N;4758;0,622;0,752;0,509;0,628
1503903;477;Juruti;JURUTI;PA;Pará;-2.155.252.995;-5.609.499.769;58960;0;NULL;256.113.570.000;N;4774;0,592;0,756;0,501;0,547
1504000;479;Limoeiro do Ajuru;LIMOEIRO DO AJURU;PA;Pará;-18.919.485;-493.815.339;29282;0;NULL;76.679.060.000;N;4790;0,541;0,754;0,425;0,493
1504059;587;Mãe do Rio;MAE DO RIO;PA;Pará;-2.047.707.441;-4.755.229.018;30235;0;NULL;413.751.850.000;N;4103;0,599;0,763;0,458;0,615
1504109;481;Magalhães Barata;MAGALHAES BARATA;PA;Pará;-0.795850156;-475.991.819;8573;0;NULL;229.957.510.000;N;4812;0,597;0,801;0,507;0,524
1504208;483;Marabá;MARABA;PA;Pará;-5.352.605.763;-4.914.202.533;283542;0;NULL;836.177.830.000;N;4839;0,668;0,785;0,564;0,673
1504307;485;Maracanã;MARACANA;PA;Pará;-0.76241946;-4.745.526.796;29516;0;NULL;212.324.810.000;N;4855;0,57;0,764;0,454;0,534
1504406;487;Marapanim;MARAPANIM;PA;Pará;-0.712150996;-4.770.254.875;28450;0;NULL;100.125.990.000;N;4871;0,609;0,76;0,521;0,57
1504422;54;Marituba;MARITUBA;PA;Pará;-1.346.417.266;-4.834.053.588;133685;0;NULL;141.645.640.000;N;4642;0,676;0,793;0,628;0,621
1504455;589;Medicilândia;MEDICILANDIA;PA;Pará;-3.445.417.412;-5.288.834.535;31975;0;NULL;1.285.212.650.000;N;5770;0,582;0,8;0,408;0,605
1504505;489;Melgaço;MELGACO;PA;Pará;-1.803.446.699;-507.174.647;27890;0;NULL;88.997.090.000;N;4898;0,418;0,776;0,207;0,454
1504604;491;Mocajuba;MOCAJUBA;PA;Pará;-2.582.872.973;-4.950.902.346;31530;0;NULL;145.146.680.000;N;4910;0,575;0,754;0,467;0,539
1504703;493;Moju;MOJU;PA;Pará;-1.885.889;-4.876.719.913;83182;0;NULL;144.282.540.000;N;4936;0,547;0,757;0,375;0,578
1504752;1190;Mojuí dos Campos;MOJUI DOS CAMPOS;PA;Pará;-2.68;-54.64;16184;0;NULL;0.0000000000;N;4863;NULL;NULL;NULL;NULL
1504802;495;Monte Alegre;MONTE ALEGRE;PA;Pará;-2.003.328;-5.407.337.473;58162;0;NULL;673.664.760.000;N;4952;0,589;0,764;0,495;0,541
1504901;497;Muaná;MUANA;PA;Pará;-1.530.026.208;-4.921.683.244;40906;0;NULL;62.056.260.000;N;4979;0,547;0,775;0,391;0,54
1504950;391;Nova Esperança do Piriá;NOVA ESPERANCA DO PIRIA;PA;Pará;-2.267.625.989;-4.696.209.288;21444;0;NULL;721.067.540.000;N;4480;0,502;0,757;0,346;0,482
1504976;56;Nova Ipixuna;NOVA IPIXUNA;PA;Pará;-4.923.086.307;-4.907.988.694;16854;0;NULL;1.128.069.270.000;N;4600;0,581;0,766;0,435;0,59
1505007;499;Nova Timboteua;NOVA TIMBOTEUA;PA;Pará;-1.204.143.647;-4.739.320.228;15506;0;NULL;477.172.530.000;N;4995;0,609;0,791;0,507;0,564
1505031;633;Novo Progresso;NOVO PROGRESSO;PA;Pará;-7.034.835.913;-5.541.987.012;25766;0;NULL;2.242.054.420.000;N;4383;0,673;0,828;0,519;0,709
1505064;629;Novo Repartimento;NOVO REPARTIMENTO;PA;Pará;-42.481.485;-4.994.863.824;77214;0;NULL;950.168.470.000;N;4421;0,537;0,741;0,376;0,557
1505106;501;Óbidos;OBIDOS;PA;Pará;-1.909.235.496;-5.551.632.351;52306;0;NULL;297.938.420.000;N;5010;0,594;0,756;0,499;0,556
1505205;503;Oeiras do Pará;OEIRAS DO PARA;PA;Pará;-2.004.734;-4.985.510.611;32850;0;NULL;70.812.950.000;N;5037;0,507;0,754;0,344;0,502
1505304;505;Oriximiná;ORIXIMINA;PA;Pará;-17.637.535;-5.586.279.952;74016;0;NULL;434.845.410.000;N;5053;0,623;0,778;0,52;0,599
1505403;507;Ourém;OUREM;PA;Pará;-1.548.947.142;-4.711.761.936;17961;0;NULL;154.062.580.000;N;5070;0,568;0,727;0,438;0,575
1505437;591;Ourilândia do Norte;OURILANDIA DO NORTE;PA;Pará;-6.740.617.086;-5.109.083.277;33335;0;NULL;3.224.422.510.000;N;5959;0,624;0,795;0,467;0,653
1505486;593;Pacajá;PACAJA;PA;Pará;-3.830.305.704;-5.063.484.083;48414;0;NULL;710.000.000.000;N;5916;0,515;0,746;0,338;0,541
1505494;379;Palestina do Pará;PALESTINA DO PARA;PA;Pará;-5.749.934.106;-4.832.179.373;7582;0;NULL;1.231.484.830.000;N;4162;0,589;0,761;0,467;0,574
1505502;509;Paragominas;PARAGOMINAS;PA;Pará;-29.941.905;-4.735.696.156;114503;0;NULL;883.437.880.000;N;5096;0,645;0,781;0,514;0,667
1505536;595;Parauapebas;PARAUAPEBAS;PA;Pará;-6.072.729.888;-4.990.078.063;213576;0;NULL;1.553.386.690.000;N;5835;0,715;0,809;0,644;0,701
1505551;387;Pau D'Arco;PAU DARCO;PA;Pará;-7.836.794.404;-5.004.827.553;5410;0;NULL;1.910.798.640.000;N;4308;0,574;0,748;0,443;0,571
1505601;511;Peixe-Boi;PEIXE BOI;PA;Pará;-1.189.569.241;-4.731.792.702;8081;0;NULL;245.285.180.000;N;5118;0,581;0,754;0,478;0,543
1505635;58;Piçarra;PICARRA;PA;Pará;-6.453.676.235;-4.886.840.067;12979;0;NULL;1.919.272.640.000;N;4782;0,563;0,792;0,402;0,561
1505650;60;Placas;PLACAS;PA;Pará;-3.867.315.562;-5.421.696.813;31659;0;NULL;1.073.376.230.000;N;4626;0,552;0,77;0,404;0,541
1505700;513;Ponta de Pedras;PONTA DE PEDRAS;PA;Pará;-1.396.599.998;-4.887.178.556;31549;0;NULL;41.995.930.000;N;5134;0,562;0,773;0,412;0,558
1505809;515;Portel;PORTEL;PA;Pará;-1.936.451;-5.082.249.044;62945;0;NULL;109.886.760.000;N;5150;0,483;0,767;0,286;0,513
1505908;517;Porto de Moz;PORTO DE MOZ;PA;Pará;-1.746.090.089;-5.224.247.692;41801;0;NULL;126.721.520.000;N;5177;0,503;0,77;0,322;0,512
1506005;519;Prainha;PRAINHA;PA;Pará;-18.056.945;-5.348.181.394;29846;0;NULL;119.900.420.000;N;5193;0,523;0,779;0,359;0,512
1506104;521;Primavera;PRIMAVERA;PA;Pará;-0.940111516;-4.711.725.126;10857;0;NULL;198.906.090.000;N;5215;0,577;0,772;0,435;0,571
1506112;62;Quatipuru;QUATIPURU;PA;Pará;-0.900115854;-4.700.678.699;13702;0;NULL;135.120.520.000;N;4685;0,543;0,732;0,397;0,55
1506138;567;Redenção;REDENCAO;PA;Pará;-80.276.045;-5.002.964.183;85563;0;NULL;2.236.815.680.000;N;5673;0,672;0,804;0,561;0,674
1506161;569;Rio Maria;RIO MARIA;PA;Pará;-7.311.115.245;-5.004.641.088;18201;0;NULL;1.996.456.470.000;N;5690;0,638;0,804;0,495;0,651
1506187;573;Rondon do Pará;RONDON DO PARA;PA;Pará;-4.777.821.727;-4.806.997.375;52803;0;NULL;1.925.420.760.000;N;5738;0,602;0,788;0,457;0,606
1506195;597;Rurópolis;RUROPOLIS;PA;Pará;-409.906.539;-5.490.586.226;51500;0;NULL;1.441.821.250.000;N;5894;0,548;0,764;0,392;0,548
1506203;523;Salinópolis;SALINOPOLIS;PA;Pará;-0.623638;-4.735.312.026;40922;0;NULL;271.481.720.000;N;5231;0,647;0,798;0,541;0,628
1506302;525;Salvaterra;SALVATERRA;PA;Pará;-0.754525974;-485.131.866;24075;0;NULL;156.359.800.000;N;5258;0,608;0,793;0,488;0,58
1506351;369;Santa Bárbara do Pará;SANTA BARBARA DO PARA;PA;Pará;-1.229.439.467;-4.829.774.065;21449;0;NULL;127.238.690.000;N;4243;0,627;0,784;0,546;0,575
1506401;527;Santa Cruz do Arari;SANTA CRUZ DO ARARI;PA;Pará;-0.659974126;-4.917.161.557;10314;0;NULL;46.663.500.000;N;5274;0,557;0,775;0,461;0,483
1506500;529;Santa Isabel do Pará;SANTA ISABEL DO PARA;PA;Pará;-1.297.395.901;-4.816.305.994;71837;0;NULL;292.421.800.000;N;5290;0,659;0,798;0,576;0,622
1506559;371;Santa Luzia do Pará;SANTA LUZIA DO PARA;PA;Pará;-1.518.827.891;-469.061.692;19843;0;NULL;801.390.380.000;N;4146;0,546;0,724;0,424;0,53
1506583;599;Santa Maria das Barreiras;SANTA MARIA DAS BARREIRAS;PA;Pará;-887.055.054;-4.971.935.186;21850;0;NULL;1.650.000.000.000;N;5991;0,544;0,783;0,37;0,555
1506609;531;Santa Maria do Pará;SANTA MARIA DO PARA;PA;Pará;-1.347.866.459;-4.757.469.541;24995;0;NULL;549.482.290.000;N;5312;0,598;0,764;0,471;0,595
1506708;533;Santana do Araguaia;SANTANA DO ARAGUAIA;PA;Pará;-9.329.424.525;-5.034.480.432;74419;0;NULL;1.776.900.180.000;N;5339;0,602;0,774;0,478;0,591
1506807;535;Santarém;SANTAREM;PA;Pará;-243.621.333;-5.471.857.017;306480;0;NULL;526.910.260.000;N;5355;0,691;0,807;0,648;0,632
1506906;537;Santarém Novo;SANTAREM NOVO;PA;Pará;-0.928719536;-4.740.092.474;6753;0;NULL;162.903.250.000;N;5371;0,587;0,774;0,502;0,52
1507003;539;Santo Antônio do Tauá;SANTO ANTONIO DO TAUA;PA;Pará;-11.516.925;-4.813.243.307;31918;0;NULL;239.466.050.000;N;5398;0,632;0,753;0,561;0,598
1507102;541;São Caetano de Odivelas;SAO CAETANO DE ODIVELAS;PA;Pará;-0.74661776;-480.258.055;18129;0;NULL;142.057.160.000;N;5410;0,585;0,767;0,473;0,552
1507151;381;São Domingos do Araguaia;SAO DOMINGOS DO ARAGUAIA;PA;Pará;-5.549.841;-4.872.037.341;25753;0;NULL;1.415.678.350.000;N;4464;0,594;0,738;0,451;0,629
1507201;543;São Domingos do Capim;SAO DOMINGOS DO CAPIM;PA;Pará;-16.758.145;-4.777.478.457;32139;0;NULL;89.561.950.000;N;5436;0,532;0,773;0,382;0,509
1507300;545;São Félix do Xingu;SAO FELIX DO XINGU;PA;Pará;-6.642.483.278;-5.199.378.252;132138;0;NULL;1.924.128.060.000;N;5452;0,594;0,798;0,411;0,638
1507409;547;São Francisco do Pará;SAO FRANCISCO DO PARA;PA;Pará;-1.170.188.785;-4.779.051.461;15930;0;NULL;348.450.620.000;N;5479;0,608;0,785;0,502;0,571
1507458;619;São Geraldo do Araguaia;SAO GERALDO DO ARAGUAIA;PA;Pará;-639.895.797;-4.855.571.249;24705;0;NULL;1.273.256.840.000;N;5797;0,595;0,793;0,447;0,594
1507466;64;São João da Ponta;SAO JOAO DA PONTA;PA;Pará;-0.851002145;-4.792.072.417;6217;0;NULL;163.024.020.000;N;4820;0,583;0,767;0,495;0,522
1507474;393;São João de Pirabas;SAO JOAO DE PIRABAS;PA;Pará;-0.766442532;-471.726.743;23244;0;NULL;181.899.470.000;N;4065;0,539;0,753;0,393;0,529
1507508;549;São João do Araguaia;SAO JOAO DO ARAGUAIA;PA;Pará;-5.359.002.724;-487.886.334;14051;0;NULL;1.005.528.590.000;N;5495;0,55;0,741;0,424;0,53
1507607;551;São Miguel do Guamá;SAO MIGUEL DO GUAMA;PA;Pará;-1.617.135.914;-4.748.240.894;59632;0;NULL;121.462.030.000;N;5517;0,591;0,752;0,471;0,582
